"AbdielIndivID","IndividualName","IndividualTitle"
"2347","Tremblay, Julie ","Quebecor Inc. - Chief Executive Officer of Media Group, Chief Executive Officer of TVA Group, President of Media Group and President of TVA Group"
"2351","Eckel, Jeffrey W.","Hannon Armstrong Capital, LLC - Chief Executive Officer and President"
"2352","Karam, Georges ","Sequans Communications S.A. - Chairman, Chief Executive Officer and President"
"2359","Toledano, Sidney ","Christian Dior SE - Vice Chairman and Chief Executive Officer"
"2363","Wipoosiri, Asawin  ","General Environmental Conservation Public Company Limited - Chief Executive Officer, Executive Director and Chairman of Executive Committee"
"2365","Lin, Chih-Hsiang ","Applied Optoelectronics, Inc. - Founder, Chairman of the Board, Chief Executive Officer and President"
"2370","Iwaki M.D., Ph.D., Yuichi ","MediciNova Inc. - Co-Founder, Chief Executive Officer, President and Executive Director"
"2371","Ware BA, FCA, Robert Thomas Ernest","Conygar Investment Co. plc - Chief Executive and Executive Director"
"2416","Summers B.Ec., CA, Peter K.","SC Global Developments Ltd. - Chief Executive Officer of AVJennings Limited and Managing Director of AVJennings Limited"
"2439","Zhang, Huo Li ","China Ocean Resources Co., Ltd. - Chief Executive Officer"
"2448","O'Neill, Philip ","Sunward Resources Ltd - Founder, Chief Executive Officer, Director and Member of Corporate Governance Committee"
"2463","Petitjean, Daniel ","Warteck Invest AG - Chief Executive Officer, Chairman of The Management Board, Head of Finances and Secretary of The Board of Directors"
"2465","Olmstead, Jeffrey R.","Mid-Con Energy I, LLC - Director"
"2502","Spicer, J. C. Stefan","Silver Bullion Trust - Chairman, Chief Executive Officer and President"
"2516","Brennan CFA, John Joseph","Vanguard Admiral Funds - Vanguard Treasury Money Market Fund - Chairman of the Board"
"2522","Zimmerman CFA, Gifford Ross","Nuveen Enhanced Municipal Value Fund - Co-General Counsel"
"2536","Needham, Ellen Marie","SPDR Series Trust - SPDR Nuveen Barclays Short Term Municipal Bond ETF - President"
"2566","Shimizu, Takuzo ","Penta-Ocean Construction Co. Ltd. - Chief Executive Officer, President and Representative Director"
"2571","Case, John P.","Realty Income Corporation - Chief Executive Officer, Director and Member of Strategic Planning Committee"
"2572","Gold Ph.D., Daniel P.","MEI Pharma, Inc. - Chief Executive Officer, President and Director"
"2579","Ieosivikul, Wisood ","Mida Leasing Public Company Limited - Chairman"
"2588","Betz, Richard F.","Resolute Energy Corporation - Chief Operating Officer and Executive Vice President"
"2596","Hercus, Robert George","Malaysian Genomics Resource Centre Berhad - Managing Director and Director"
"2604","Doyle MAus IMM, Buddy James","Arctic Star Exploration Corp. - Executive Vice President of Exploration and Director"
"2615","Ishida, Tateaki ","Tokai Tokyo Financial Holdings, Inc. - Chief Executive Officer, President and Representative Director"
"2621","De Gasperis, Corrado ","Comstock Mining, Inc. - Executive Chairman of the Board, Chief Executive Officer, President and Member of Strategic Planning Committee"
"2623","Yamanushi, Chihiro ","Suncall Corporation - Chief Executive Officer, President and Representative Director"
"2624","Gonzlez, Armando Santacruz","Grupo Pochteca S.A.B. de C.V. - Chief Executive Officer, Director and Member of Executive Committee"
"2625","Uchida, Yukio ","Japan Foods Co., Ltd. - Former Executive Managing Director"
"2634","Kokui, Soichiro ","Noritz Corporation - Chief Executive Officer, President, Representative Executive Officer and Representative Director"
"2637","Scholtes, Bret D.","Omega Protein Corporation - Chief Executive Officer, President and Director"
"2651","O’Toole CBE,J.D., Timothy T.","Firstgroup plc - Chief Executive Officer, Executive Director, Member of Executive Committee and Member of Executive Safety Committee"
"2656","Glaspey, Douglas J.","Atlanta Gold Inc. - Former Project Manager of Atlanta Gold Project"
"2665","Berson CA, Bernard Larry","The Bidvest Group Limited - Former Executive Director, Member of Acquisitions Committee, Member of Social & Ethics Committee, Member of Risk Committee and Chief Executive of Bidvest Foodservice"
"2671","Dunlap, David D.","Superior Energy Services, Inc. - Chief Executive Officer, President and Director"
"2682","Nakata, Meguru ","Yamazen Corp. - Chief Executive Officer, President and Representative Director"
"2686","O’Haver, Cort L.","Umpqua Holdings Corporation - President of Commercial Banking - Umpqua Bank"
"2688","Hawksworth C.ENG, MBA, MIMinE, Vince James","TrustPower Limited - Chief Executive and Member of Demerger Due Diligence Committee"
"2693","Chapelle BVBA, Olivier ","Recticel NV/SA - Chief Executive Officer, Managing Director and Executive Director"
"2701","Wagner M.Sc., P. Geo., Darin W.","Balmoral Resources Ltd - Chief Executive Officer, President, Director and Chairman of Sustainable Development Committee"
"2718","Brown BCom, Dip Acc, CA (SA), AMP, Michael William Thomas","Nedbank Group Limited - Chief Executive, Executive Director, Member of Group Credit Committee, Member of Large Exposure Approval Committee and Member of Group Risk & Capital Management Committee"
"2727","Anand, Rooney ","Greene King plc - Chief Executive Officer and Executive Director"
"2730","Kiatsomphob, Theerawat ","Mida Leasing Public Company Limited - Managing Director, Head of Operation Department, Manager of Marketing & Credit Division, Director and Member of Executive Committee"
"2737","Williams CA, Norman Patrick","Rambler Metals & Mining PLC - Chief Executive Officer, President, Director, Member of Safety, Health & Environment Committee and Member of Technical Committee"
"2743","Cao, Zhounan ","Greentown China Holdings Limited - Chief Executive Officer and Executive Director"
"2745","Nan, Cun Hui ","Zhejiang Chint Electrics Co., Ltd. - Chairman, President, Chairman of the Board of Chint Group Corporation and Chief Executive Officer of Chint Group Corporation"
"2749","Xi, Guohua ","China CNR Corporation Limited - President, Executive Director, Member of Nomination Committee and Member of Strategy Committee"
"2753","Ismail, Maqsood ","Ismail Industries Limited - Chief Executive Officer, Executive Director and Member of Human Resource & Remuneration Committee"
"2755","Lohia, Aloke ","Indorama Ventures Public Company Limited - Group Chief Executive Officer, Vice Chairman, Chairman of Sustainability & Risk Management Committee and Member of Nomination, Compensation & Corporate Governance Committee"
"2767","Price, Steven ","Townsquare Media, Inc. - Chairman, Chief Executive Officer and Chairman of Nominating & Corporate Governance Committee"
"2781","Walmsley, Emma ","GlaxoSmithKline plc - Chief Executive Officer Designate of GSK Consumer Healthcare"
"2785","Goff, Gregory J.","Tesoro Corporation - Chairman, Chief Executive Officer and President"
"2796","Attenborough BSc, MBA, David Robert Henry","Tabcorp Holdings Ltd. - Chief Executive Officer, Managing Director and Executive Director"
"2801","Johansen, Kristian Kuvaas","TGS Nopec Geophysical Co. ASA - Chief Executive Officer"
"2804","Seki, Keishi ","Fujimi Incorporated - President and Representative Director"
"2827","Geiger, Reinold ","L'Occitane International S.A. - Chairman and Chief Executive Officer"
"2860","Reite, Roy ","DOF ASA - Member of Nomination Committee and President of Offshore & Specialized Vessels At Stx Osv As"
"2861","Spieler, Oscar ","Golar LNG Ltd. - Chief Executive Officer"
"2866","Zhang, Zongyan ","China Railway Construction Corporation Limited - Former President, Executive Director and Chairman of Strategy & Investment Committee"
"2871","Paramor AO, FAPI, FAICD, FRICS, Gregory James","Folkestone Limited - Managing Director and Director"
"2876","Iida, Eikichi ","World Holdings Co., Ltd. - Chairman of the Board, Chief Executive Officer and President"
"2885","Han, Dae-Keun ","Silicon Works Co., Ltd. - Chief Executive Officer and Representative Director"
"2902","Zhang , Wei ","COSCO SHIPPING Ports Limited - Vice Chairman, Managing Director, Chairman of Executive Committee, Chairman of Investment & Strategic Planning Committee, Chairman of Risk Management Committee, Member of Nomination Committee and Member of Remuneration Committee"
"2905","Wadia Esq., Ness Nusli","The Bombay Burmah Trading Corporation Limited - Managing Director, Director and Member of Stakeholders' Relationship Committee"
"2920","Richards BSc (Hons), MAIG, MAICD, David Ross","Liontown Resources Ltd. - Managing Director and Executive Director"
"2925","Liu, Shufeng ","Shengyi Technology Co.,Ltd. - General Manager and Director"
"2930","Yan, Richard ","Guangdong Yizumi Precision Machinery Co., Ltd. - Chief Executive Officer and Managing Director"
"2934","Michels, Douglas A.","OraSure Technologies, Inc. - Chief Executive Officer, President and Director"
"2946","Hutchinson, Eric G.","Trifast plc - Former Senior Independent Non Executive Director, Chairman of Audit Committee, Member of Remuneration Committee and Member of Nominations Committee"
"2949","Leon Guerrero, Lourdes Aflague ","BankGuam Holding Company - Chairman, Chief Executive Officer, President, Chairman of Loan Committee, Chairman of Executive Committee, Member of Stock Purchase Plan Committee, Member of Asset Liability Committee, Member of Trust Committee, Chairman of Bank of Guam, Chief Executive Officer of Bank of Guam and  President of Bank of Guam"
"2964","Henderson, Frederick A.","General Motors Europe AG - Chairman and Chief Executive Officer"
"2972","Cho, Lien-Fa ","ChipMOS TECHNOLOGIES (Bermuda) LTD. - Chairman of Chipmos Shanghai and Executive Vice President of Chipmos Taiwan "
"2975","Yuan M.S., Chun-Tang ","Asia Pacific Wire & Cable Corp. Ltd. - Chief Executive Officer, Director and Chairman of PEWC"
"2980","Pozzi, James Edward","American National Insurance Co. - Chairman, Chief Executive Officer, President and Chairman of Executive Committee"
"2989","Cauley, Robert E.","Bimini Capital Management, Inc. - Chairman, Chief Executive Officer and Secretary"
"3001","Chan, Sze-Wan ","Chinese Estates Holdings Ltd. - Chief Executive Officer, Executive Director and Chairman of Investment Committee"
"3014","Won, Joonhee ","Anoto Group AB (publ) - Chief Executive Officer, Head of Sales, Director and Chairman of Nomination Committee"
"3024","Dajin, Tang ","Shenzhen Wongtee International Enterprise Co., Ltd. - President"
"3027","Sirivadhanabhakdi, Thapana ","Siam Food Products Public Company Limited - Chief Executive Officer"
"3029","Tsutani, Yuzi ","Voltage Incorporation - Founder, Chairperson and Chief Executive Officer"
"3036","Salamis B.Sc,P.Geol., George Gregory","Edgewater Exploration Ltd. - Chief Executive Officer, President and Director"
"3037","Kuansataporn, Panom ","Asia Green Energy Public Company Limited - Chief Executive Officer, Managing Director, Director and Chairman of Executive Committee"
"3049","de Castro Soares dos Santos, Pedro Manuel","Jeronimo Martins SGPS SA - Chairman of the Board, Chief Executive Officer and Chairman of Committee on Corporate Governance & Corporate Responsibility"
"3056","Swaffield, Payson F.","Eaton Vance Short Duration Diversified Income Fund - President"
"3057","Barry, John Francis","Prospect Capital Corporation - Executive Chairman and Chief Executive Officer"
"3064","Chowdhary B.Com., Umesh ","Cimmco Ltd - Vice Chairman, Managing Director, Member of Stakeholders' Relationship Committee and Member of Risk Management Committee"
"3065","Mather B.Sc. (Hons, Geology) (Univ. QLD), MAusIMM, Nicholas ","Dark Horse Resources Limited - Non-Executive Chairman and Managing Director of D'aguilar Gold"
"3068","Goodman, Gregory Leith","Goodman Plus Trust - Group Chief Executive Officer of Goodman Funds Management Limited and Executive Director of Goodman Funds Management Limited"
"3078","Robin, Guillaume ","Thermador Groupe Socit Anonyme - Chairman, Chief Executive Officer, Chairman of Thermador SA and Chief Executive Officer of Thermador SA"
"3079","Wang, Jinmiao ","China New Borun Corporation - Chairman, Chief Executive Officer, President and Chairman of Shandong Borun"
"3085","Nathan, A. K.","Eversendai Corporation Berhad - Founder, Executive Chairman and Group Managing Director"
"3104","Wrn, Kai ","Sweco AB - Former Director"
"3142","Li B.Automation, Shaofeng ","Shougang Concord International Enterprises Co. Ltd. - Managing Director, Executive Director, Chairman of Executive Committee and Member of Remuneration Committee"
"3144","Yang, Kaiyu ","Shougang Concord Century Holdings Ltd. - Managing Director and Executive Director"
"3151","Bao, Yueqing ","Shentong Robot Education Group Company Limited - Chief Executive Officer, Compliance Officer and Executive Director"
"3153","Borghetti, John Massimo","Virgin Australia Holdings Limited - Chief Executive Officer, Managing Director, Executive Director, Member of Safety & Operational Risk Review Committee and Member of Special Purpose Committee"
"3154","Nahl, Jamal Kamel Abu","Qatar General Insurance & Reinsurance Company SAQ - Chief Executive Officer, Director and Member of Executive Committee"
"3155","Murad, Salah Jassim","Ahli Bank Q.S.C. - Chief Executive Officer"
"3159","Chiao, Yu-Cheng ","Nuvoton Technology Corporation - Chairman"
"3173","Bollor, Yannick ","Havas SA - Chairman and Chief Executive Officer"
"3177","Lvque, Didier ","Finatis SA - Chairman and Chief Executive Officer"
"3181","Sun, Zhenhua ","Qingdao Tianhua Institute Chemistry Engineering Company Limited - Chairman and President"
"3185","Hefni, Saleh Ahmed","Halwani Bros Company - Chief Executive Officer, Executive Managing Director and Director"
